Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,Taxon_Code,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Habitat
MONO,NA,MONO 3,MONO-0056,Forest,2018,2018-05-07,1900-01-01 06:49:50,1900-01-01 06:59:50,Kimberly Serno,1,2.5 - 5 min,Visualization,<= 50 Meters,False,Unknown,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,14.0,64.8000030517578,Fog,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0056,Forest,2018,2018-05-07,1900-01-01 06:49:50,1900-01-01 06:59:50,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,14.0,64.8000030517578,Fog,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0056,Forest,2018,2018-05-07,1900-01-01 06:49:50,1900-01-01 06:59:50,Kimberly Serno,1,0-2.5 min,Calling,<= 50 Meters,False,Unknown,Carolina Chickadee,Poecile carolinensis,554383.0,265876,CACH,False,True,14.0,64.8000030517578,Fog,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0056,Forest,2018,2018-05-07,1900-01-01 06:49:50,1900-01-01 06:59:50,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Phoebe,Sayornis phoebe,178329.0,85813,EAPH,False,False,14.0,64.8000030517578,Fog,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0056,Forest,2018,2018-05-07,1900-01-01 06:49:50,1900-01-01 06:59:50,Kimberly Serno,1,5 - 7.5 min,Calling,<= 50 Meters,False,Unknown,Blue Jay,Cyanocitta cristata,179680.0,86252,BLJA,False,False,14.0,64.8000030517578,Fog,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0056,Forest,2018,2018-05-07,1900-01-01 06:49:50,1900-01-01 06:59:50,Kimberly Serno,1,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,14.0,64.8000030517578,Fog,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0056,Forest,2018,2018-05-07,1900-01-01 06:49:50,1900-01-01 06:59:50,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Unknown,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,14.0,64.8000030517578,Fog,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0056,Forest,2018,2018-05-07,1900-01-01 06:49:50,1900-01-01 06:59:50,Kimberly Serno,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790,FISP,False,True,14.0,64.8000030517578,Fog,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0056,Forest,2018,2018-05-07,1900-01-01 06:49:50,1900-01-01 06:59:50,Kimberly Serno,1,2.5 - 5 min,Visualization,<= 50 Meters,False,Unknown,Hairy Woodpecker,Picoides villosus,178262.0,85739,HAWO,False,False,14.0,64.8000030517578,Fog,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0056,Forest,2018,2018-05-07,1900-01-01 06:49:50,1900-01-01 06:59:50,Kimberly Serno,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Unknown,Mourning Dove,Zenaida macroura,177125.0,82737,MODO,False,False,14.0,64.8000030517578,Fog,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0056,Forest,2018,2018-05-07,1900-01-01 06:49:50,1900-01-01 06:59:50,Kimberly Serno,1,0-2.5 min,Calling,<= 50 Meters,False,Unknown,Brown-headed Cowbird,Molothrus ater,179112.0,94215,BHCO,False,False,14.0,64.8000030517578,Fog,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0056,Forest,2018,2018-05-07,1900-01-01 06:49:50,1900-01-01 06:59:50,Kimberly Serno,1,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,Brown-headed Cowbird,Molothrus ater,179112.0,94215,BHCO,False,False,14.0,64.8000030517578,Fog,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0056,Forest,2018,2018-05-07,1900-01-01 06:49:50,1900-01-01 06:59:50,Kimberly Serno,1,2.5 - 5 min,Calling,50 - 100 Meters,False,Unknown,Blue Jay,Cyanocitta cristata,179680.0,86252,BLJA,False,False,14.0,64.8000030517578,Fog,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0056,Forest,2018,2018-05-07,1900-01-01 06:49:50,1900-01-01 06:59:50,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,14.0,64.8000030517578,Fog,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0038,Forest,2018,2018-05-07,1900-01-01 07:51:50,1900-01-01 08:01:50,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Black-throated Blue Warbler,Setophaga caerulescens,950042.0,773822,BTBW,False,False,18.2999992370605,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0038,Forest,2018,2018-05-07,1900-01-01 07:51:50,1900-01-01 08:01:50,Kimberly Serno,1,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,Blue Jay,Cyanocitta cristata,179680.0,86252,BLJA,False,False,18.2999992370605,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0038,Forest,2018,2018-05-07,1900-01-01 07:51:50,1900-01-01 08:01:50,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Parula,Setophaga americana,950033.0,890949,NOPA,False,False,18.2999992370605,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0038,Forest,2018,2018-05-07,1900-01-01 07:51:50,1900-01-01 08:01:50,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,18.2999992370605,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0038,Forest,2018,2018-05-07,1900-01-01 07:51:50,1900-01-01 08:01:50,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Ovenbird,Seiurus aurocapillus,178927.0,92689,OVEN,False,False,18.2999992370605,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0038,Forest,2018,2018-05-07,1900-01-01 07:51:50,1900-01-01 08:01:50,Kimberly Serno,1,7.5 - 10 min,Visualization,<= 50 Meters,False,Male,Baltimore Oriole,Icterus galbula,179083.0,93655,BAOR,False,False,18.2999992370605,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0038,Forest,2018,2018-05-07,1900-01-01 07:51:50,1900-01-01 08:01:50,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Baltimore Oriole,Icterus galbula,179083.0,93655,BAOR,False,False,18.2999992370605,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0038,Forest,2018,2018-05-07,1900-01-01 07:51:50,1900-01-01 08:01:50,Kimberly Serno,1,7.5 - 10 min,Calling,50 - 100 Meters,False,Unknown,Wood Thrush,Hylocichla mustelina,179777.0,87156,WOTH,True,True,18.2999992370605,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0038,Forest,2018,2018-05-07,1900-01-01 07:51:50,1900-01-01 08:01:50,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Song Sparrow,Melospiza melodia,179492.0,85643,SOSP,False,False,18.2999992370605,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0038,Forest,2018,2018-05-07,1900-01-01 07:51:50,1900-01-01 08:01:50,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Black-throated Blue Warbler,Setophaga caerulescens,950042.0,773822,BTBW,False,False,18.2999992370605,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0038,Forest,2018,2018-05-07,1900-01-01 07:51:50,1900-01-01 08:01:50,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,18.2999992370605,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0038,Forest,2018,2018-05-07,1900-01-01 07:51:50,1900-01-01 08:01:50,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Unknown,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,18.2999992370605,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0038,Forest,2018,2018-05-07,1900-01-01 07:51:50,1900-01-01 08:01:50,Kimberly Serno,1,2.5 - 5 min,Calling,<= 50 Meters,False,Unknown,Gray Catbird,Dumetella carolinensis,178625.0,89977,GRCA,False,False,18.2999992370605,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0038,Forest,2018,2018-05-07,1900-01-01 07:51:50,1900-01-01 08:01:50,Kimberly Serno,1,5 - 7.5 min,Visualization,<= 50 Meters,False,Unknown,Gray Catbird,Dumetella carolinensis,178625.0,89977,GRCA,False,False,18.2999992370605,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0038,Forest,2018,2018-05-07,1900-01-01 07:51:50,1900-01-01 08:01:50,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,18.2999992370605,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0038,Forest,2018,2018-05-07,1900-01-01 07:51:50,1900-01-01 08:01:50,Kimberly Serno,1,2.5 - 5 min,Calling,<= 50 Meters,False,Unknown,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,18.2999992370605,65.1999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Yellow Warbler,Setophaga petechia,950039.0,773778,YEWA,False,False,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Song Sparrow,Melospiza melodia,179492.0,85643,SOSP,False,False,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Song Sparrow,Melospiza melodia,179492.0,85643,SOSP,False,False,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Song Sparrow,Melospiza melodia,179492.0,85643,SOSP,False,False,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,American Goldfinch,Spinus tristis,179236.0,95300,AMGO,False,False,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,American Redstart,Setophaga ruticilla,178979.0,92746,AMRE,False,False,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,5 - 7.5 min,Calling,<= 50 Meters,False,Unknown,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,2.5 - 5 min,Calling,50 - 100 Meters,False,Unknown,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038,BGGN,False,False,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,0-2.5 min,Calling,<= 50 Meters,False,Unknown,Brown-headed Cowbird,Molothrus ater,179112.0,94215,BHCO,False,False,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,265876,CACH,False,True,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,7.5 - 10 min,Singing,<= 50 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257,INBU,False,True,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Forest
MONO,NA,MONO 3,MONO-0026,Forest,2018,2018-05-07,1900-01-01 08:37:50,1900-01-01 08:47:50,Kimberly Serno,1,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,American Goldfinch,Spinus tristis,179236.0,95300,AMGO,False,False,19.7000007629395,68.9000015258789,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Forest
MONO,NA,MONO 1,MONO-0101,Forest,2018,2018-06-04,1900-01-01 08:01:50,1900-01-01 08:11:50,Kimberly Serno,2,2.5 - 5 min,Visualization,Not recorded,True,Unknown,American Crow,Corvus brachyrhynchos,179731.0,87106,AMCR,False,False,19.1000003814697,65.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest
MONO,NA,MONO 1,MONO-0101,Forest,2018,2018-06-04,1900-01-01 08:01:50,1900-01-01 08:11:50,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,19.1000003814697,65.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest
MONO,NA,MONO 1,MONO-0101,Forest,2018,2018-06-04,1900-01-01 08:01:50,1900-01-01 08:11:50,Kimberly Serno,2,2.5 - 5 min,Singing,<= 50 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,19.1000003814697,65.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest
MONO,NA,MONO 1,MONO-0101,Forest,2018,2018-06-04,1900-01-01 08:01:50,1900-01-01 08:11:50,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,19.1000003814697,65.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,Forest
MONO,NA,MONO 1,MONO-0101,Forest,2018,2018-06-04,1900-01-01 08:01:50,1900-01-01 08:11:50,Kimberly Serno,2,2.5 - 5 min,Singing,<= 50 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,19.1000003814697,65.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest
MONO,NA,MONO 1,MONO-0101,Forest,2018,2018-06-04,1900-01-01 08:01:50,1900-01-01 08:11:50,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,19.1000003814697,65.8000030517578,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,Forest
MONO,NA,MONO 1,MONO-0106,Forest,2018,2018-06-04,1900-01-01 08:40:50,1900-01-01 08:50:50,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,False,Unknown,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,20.0,67.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest
MONO,NA,MONO 1,MONO-0106,Forest,2018,2018-06-04,1900-01-01 08:40:50,1900-01-01 08:50:50,Kimberly Serno,2,7.5 - 10 min,Calling,<= 50 Meters,False,Unknown,American Crow,Corvus brachyrhynchos,179731.0,87106,AMCR,False,False,20.0,67.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest
MONO,NA,MONO 1,MONO-0106,Forest,2018,2018-06-04,1900-01-01 08:40:50,1900-01-01 08:50:50,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,False,Unknown,Brown-headed Cowbird,Molothrus ater,179112.0,94215,BHCO,False,False,20.0,67.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,Forest
MONO,NA,MONO 1,MONO-0106,Forest,2018,2018-06-04,1900-01-01 08:40:50,1900-01-01 08:50:50,Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,False,Unknown,Brown-headed Cowbird,Molothrus ater,179112.0,94215,BHCO,False,False,20.0,67.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest
MONO,NA,MONO 1,MONO-0106,Forest,2018,2018-06-04,1900-01-01 08:40:50,1900-01-01 08:50:50,Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,False,Unknown,Blue Jay,Cyanocitta cristata,179680.0,86252,BLJA,False,False,20.0,67.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest
MONO,NA,MONO 1,MONO-0106,Forest,2018,2018-06-04,1900-01-01 08:40:50,1900-01-01 08:50:50,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,20.0,67.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,Forest
MONO,NA,MONO 1,MONO-0106,Forest,2018,2018-06-04,1900-01-01 08:40:50,1900-01-01 08:50:50,Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,20.0,67.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest
MONO,NA,MONO 1,MONO-0106,Forest,2018,2018-06-04,1900-01-01 08:40:50,1900-01-01 08:50:50,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,False,Unknown,Downy Woodpecker,Picoides pubescens,178259.0,84936,DOWO,False,True,20.0,67.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,Forest
MONO,NA,MONO 1,MONO-0106,Forest,2018,2018-06-04,1900-01-01 08:40:50,1900-01-01 08:50:50,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,20.0,67.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,Forest
MONO,NA,MONO 1,MONO-0106,Forest,2018,2018-06-04,1900-01-01 08:40:50,1900-01-01 08:50:50,Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,False,Unknown,American Crow,Corvus brachyrhynchos,179731.0,87106,AMCR,False,False,20.0,67.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest
MONO,NA,MONO 1,MONO-0106,Forest,2018,2018-06-04,1900-01-01 08:40:50,1900-01-01 08:50:50,Kimberly Serno,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Unknown,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,20.0,67.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest
MONO,NA,MONO 1,MONO-0106,Forest,2018,2018-06-04,1900-01-01 08:40:50,1900-01-01 08:50:50,Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,20.0,67.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest
MONO,NA,MONO 1,MONO-0106,Forest,2018,2018-06-04,1900-01-01 08:40:50,1900-01-01 08:50:50,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,False,Unknown,Wood Thrush,Hylocichla mustelina,179777.0,87156,WOTH,True,True,20.0,67.5,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest
MONO,NA,MONO 2,MONO-0105,Forest,2018,2018-06-04,1900-01-01 08:57:50,1900-01-01 09:07:50,Kimberly Serno,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257,INBU,False,True,17.3999996185303,77.0999984741211,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Serious effect on count,False,Forest
MONO,NA,MONO 2,MONO-0105,Forest,2018,2018-06-04,1900-01-01 08:57:50,1900-01-01 09:07:50,Kimberly Serno,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,17.3999996185303,77.0999984741211,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Serious effect on count,False,Forest
